DATE,HNFSEPUSSA,HOUST1F,HSN1F,INTDSRUSM193N,LFACTTTTUSM657S,MSACSR,NA000334Q,NASDAQCOM,PERMIT,PERMIT1,QUSR628BIS,RSAHORUSQ156S,TTLCONS,UNRATE,Median Home Price (NSA),CPI-Adjusted Price,CSUSHPISA
2016-03-01,242.0,753.0,532.0,1.0,0.339762985375693,5.5,4521822.0,,1118.0,737.0,118.7932,63.5,1188776.0,5.0,216292.13,278867.63,178.15599999999998
2016-04-01,242.0,777.0,576.0,1.0,-0.0238724957437853,5.0,4690281.0,,1160.0,753.0,118.744,63.1,1185902.0,5.1,218771.84,280733.77,178.759
2016-05-01,241.0,753.0,571.0,1.0,-0.224329368296039,5.1,4690281.0,,1205.0,748.0,118.744,63.1,1190685.0,4.8,221501.44,283091.14,179.42
2016-06-01,244.0,769.0,557.0,1.0,0.115250906892382,5.3,4690281.0,,1208.0,752.0,118.744,63.1,1217604.0,4.9,223712.04,284980.43,180.09
2016-07-01,238.0,769.0,628.0,1.0,0.142796932696723,4.5,4746661.0,,1198.0,720.0,119.9965,63.4,1214532.0,4.8,224634.72,286619.59,180.85
2016-08-01,240.0,734.0,575.0,1.0,0.231164491124037,5.0,4746661.0,,1201.0,751.0,119.9965,63.4,1221250.0,4.9,224567.44,286270.83,181.84
2016-09-01,243.0,777.0,558.0,1.0,0.0952607763753274,5.2,4746661.0,,1303.0,752.0,119.9965,63.4,1232438.0,5.0,224625.11,285657.62,182.813
2016-10-01,249.0,859.0,575.0,1.0,-0.0682469914973014,5.2,4840483.0,,1254.0,769.0,121.6026,63.5,1241100.0,4.9,224644.33,285326.34,183.743
2016-11-01,248.0,817.0,571.0,1.0,-0.0620281319507534,5.2,4840483.0,,1230.0,770.0,121.6026,63.5,1264881.0,4.7,224836.56,286015.38,184.753
2016-12-01,254.0,801.0,561.0,1.25,0.107832934184294,5.4,4840483.0,,1248.0,809.0,121.6026,63.5,1270443.0,4.7,224999.95,286129.57,185.716
2017-01-01,257.0,785.0,573.0,1.25,-0.0363231002392314,5.4,4674704.0,,1303.0,790.0,122.2671,63.6,1254583.0,4.7,224221.43,283487.45,186.796
2017-02-01,261.0,864.0,587.0,1.25,0.149730610199223,5.3,4674704.0,,1234.0,811.0,122.2671,63.6,1275911.0,4.6,226153.3,285033.2,187.314
2017-03-01,265.0,836.0,632.0,1.5,0.173903252241037,5.0,4674704.0,,1272.0,826.0,122.2671,63.6,1272724.0,4.4,229574.91,289110.65,187.991
2017-04-01,268.0,825.0,598.0,1.5,0.129888782729788,5.4,4889678.0,,1251.0,793.0,123.3331,63.9,1269079.0,4.4,232708.19,292189.99,188.721
2017-05-01,271.0,832.0,635.0,1.5,-0.172752502416664,5.1,4889678.0,,1208.0,795.0,123.3331,63.9,1282926.0,4.4,235533.91,295485.42,189.61
2017-06-01,274.0,867.0,619.0,1.75,0.0774670764924907,5.3,4889678.0,,1353.0,822.0,123.3331,63.9,1277352.0,4.3,237206.27,297313.76,190.519
2017-07-01,277.0,841.0,572.0,1.75,0.16854774270875,5.8,4958224.0,,1256.0,818.0,124.7244,63.9,1275888.0,4.3,238244.28,298820.96,191.465
2017-08-01,281.0,867.0,556.0,1.75,0.0772768630579202,6.1,4958224.0,,1319.0,816.0,124.7244,63.9,1274974.0,4.4,238820.96,298649.98,192.649
2017-09-01,282.0,839.0,637.0,1.75,0.344986486991394,5.3,4958224.0,,1273.0,830.0,124.7244,63.9,1281172.0,4.3,238676.79,296897.65,193.745
2017-10-01,286.0,878.0,626.0,1.75,-0.515700632989947,5.5,5089495.0,,1356.0,852.0,126.2394,64.0,1283266.0,4.2,238465.34,296822.22,194.792
2017-11-01,287.0,924.0,711.0,1.75,0.168424729740688,4.8,5089495.0,,1299.0,859.0,126.2394,64.0,1308896.0,4.2,239272.69,297819.9,195.945
2017-12-01,293.0,824.0,630.0,2.0,-0.0274008431986748,5.6,5089495.0,,1311.0,862.0,126.2394,64.0,1313666.0,4.1,238840.18,297456.41,197.164
2018-01-01,293.0,872.0,590.0,2.0,0.236085588812408,6.0,4962408.0,,1317.0,856.0,127.0825,64.2,1336469.0,4.0,239839.76,297082.88,198.301
2018-02-01,296.0,894.0,618.0,2.0,0.536932771542563,5.7,4962408.0,,1321.0,865.0,127.0825,64.2,1355105.0,4.1,242454.02,298965.38,199.228
2018-03-01,297.0,875.0,679.0,2.25,-0.0568680537526734,5.2,4962408.0,,1385.0,847.0,127.0825,64.2,1344968.0,4.0,245375.85,301885.63,199.967
2018-04-01,300.0,908.0,642.0,2.25,0.0525710327424762,5.6,5161541.0,,1378.0,865.0,127.2182,64.5,1355101.0,4.0,247471.11,303257.94,200.662
2018-05-01,301.0,970.0,662.0,2.25,0.0475981479993324,5.5,5161541.0,,1338.0,859.0,127.2182,64.5,1362364.0,3.8,250296.82,305450.31,201.427
2018-06-01,310.0,866.0,636.0,2.5,0.223666650190302,5.8,5161541.0,,1345.0,864.0,127.2182,64.5,1343214.0,4.0,251988.41,307025.28,202.241
2018-07-01,313.0,869.0,628.0,2.5,0.0807595092780963,6.0,5221627.0,,1334.0,884.0,128.0547,64.4,1336631.0,3.8,252776.53,307964.76,202.912
2018-08-01,319.0,900.0,593.0,2.5,-0.419487375339563,6.5,5221627.0,,1273.0,840.0,128.0547,64.4,1340449.0,3.8,253064.87,308144.86,203.661
2018-09-01,325.0,875.0,595.0,2.75,0.264134603488804,6.6,5221627.0,,1314.0,858.0,128.0547,64.4,1326111.0,3.7,252411.3,306992.31,204.322
2018-10-01,331.0,872.0,554.0,2.75,0.317730601467113,7.2,5310940.0,,1272.0,849.0,129.2362,64.6,1310946.0,3.8,252084.52,306054.14,205.08900000000003
2018-11-01,334.0,781.0,625.0,2.75,0.143909669007761,6.4,5310940.0,,1340.0,845.0,129.2362,64.6,1300694.0,3.8,252699.64,307831.99,205.661
2018-12-01,346.0,775.0,546.0,3.0,0.227222481515144,7.6,5310940.0,,1317.0,812.0,129.2362,64.6,1289930.0,3.9,251882.68,307819.96,206.148
2019-01-01,346.0,917.0,595.0,3.0,-0.148891584868203,7.0,5140051.0,,1261.0,799.0,129.7697,64.2,1296049.0,4.0,252651.59,308172.07,206.539
2019-02-01,340.0,778.0,648.0,3.0,0.0220909040702491,6.3,5140051.0,,1287.0,796.0,129.7697,64.2,1312040.0,3.8,254295.11,308871.14,206.864
2019-03-01,337.0,837.0,718.0,3.0,-0.0582825661507126,5.6,5140051.0,,1305.0,811.0,129.7697,64.2,1322532.0,3.8,257216.94,310667.45,207.086
2019-04-01,333.0,874.0,702.0,3.0,-0.195206993075676,5.7,5376189.0,,1311.0,796.0,129.4871,64.3,1353657.0,3.7,260042.66,312426.07,207.537
2019-05-01,336.0,844.0,618.0,3.0,0.101484752684733,6.5,5376189.0,,1347.0,833.0,129.4871,64.3,1364421.0,3.6,262887.59,315173.16,208.151
2019-06-01,331.0,879.0,729.0,3.0,0.256219623842557,5.4,5376189.0,,1315.0,848.0,129.4871,64.3,1383309.0,3.6,264204.34,316688.73,208.643
2019-07-01,328.0,888.0,648.0,3.0,0.25862914296921,6.1,5441019.0,8091.16,1352.0,863.0,130.6615,64.7,1410749.0,3.7,265002.07,317115.05,209.249
2019-08-01,326.0,909.0,712.0,2.75,0.112476312733052,5.5,5441019.0,8111.12,1489.0,905.0,130.6615,64.7,1426091.0,3.6,265069.35,317211.63,210.029
2019-09-01,323.0,928.0,712.0,2.5,0.19417001477646,5.4,5441019.0,,1474.0,905.0,130.6615,64.7,1438119.0,3.5,265569.14,317560.95,210.85
2019-10-01,320.0,891.0,722.0,2.25,0.197450210857324,5.3,5564137.0,7908.68,1525.0,934.0,132.3183,65.0,1442150.0,3.6,265674.86,316962.73,211.751
2019-11-01,321.0,915.0,713.0,2.25,0.0486570650058388,5.4,5564137.0,8386.40,1527.0,945.0,132.3183,65.0,1463036.0,3.6,266116.98,317660.54,212.788
2019-12-01,321.0,1004.0,700.0,2.25,0.123407256103492,5.5,5564137.0,,1451.0,935.0,132.3183,65.0,1466415.0,3.6,266684.05,318627.32,213.944
2020-01-01,326.0,970.0,690.0,2.25,-0.225259412625456,5.7,5292718.0,.,1507.0,972.0,133.6368,65.3,1494117.0,3.6,267750.9,318665.62,215.029
2020-02-01,329.0,1022.0,707.0,2.25,0.0511172776398423,5.6,5292718.0,,1442.0,984.0,133.6368,65.3,1501790.0,3.5,270836.12,321456.52,215.893
2020-03-01,333.0,876.0,621.0,0.25,-1.11366566917257,6.4,5292718.0,,1358.0,875.0,133.6368,65.3,1506335.0,4.4,273565.72,325404.52,216.455
2020-04-01,323.0,681.0,579.0,0.25,-3.78703538543864,6.7,5009931.0,7360.58,1066.0,666.0,135.4162,68.0,1460471.0,14.8,275737.87,330196.28,216.856
2020-05-01,311.0,749.0,709.0,0.25,1.07016826062497,5.3,5009931.0,8604.95,1260.0,746.0,135.4162,68.0,1452086.0,13.2,276554.83,331168.14,216.999
2020-06-01,300.0,897.0,896.0,0.25,1.13979936495085,4.0,5009931.0,9552.05,1338.0,861.0,135.4162,68.0,1459188.0,11.0,279918.77,333372.15,217.57
2020-07-01,290.0,997.0,983.0,0.25,0.134459036898061,3.5,5411028.0,10154.63,1546.0,1011.0,138.2958,67.3,1470971.0,10.2,283359.61,335771.64,219.28
2020-08-01,284.0,1048.0,1022.0,0.25,0.382849826687069,3.3,5411028.0,,1529.0,1067.0,138.2958,67.3,1489640.0,8.4,287088.78,339121.26,222.265
2020-09-01,284.0,1111.0,979.0,0.25,-0.29739684435817,3.5,5411028.0,11939.67,1624.0,1142.0,138.2958,67.3,1510182.0,7.8,290654.57,342855.81,225.742
2020-10-01,282.0,1187.0,1031.0,0.25,0.423088923556942,3.3,5609276.0,11326.51,1613.0,1149.0,143.1529,65.7,1534900.0,6.8,293797.45,346419.4,229.685
2020-11-01,288.0,1179.0,877.0,0.25,-0.193875521972559,3.9,5609276.0,,1714.0,1160.0,143.1529,65.7,1550976.0,6.7,295892.71,349103.12,233.248
2020-12-01,297.0,1286.0,878.0,0.25,0.107087712307616,4.1,5609276.0,12355.11,1744.0,1235.0,143.1529,65.7,1572760.0,6.7,297978.36,351233.15,236.555
